"","Student_ID","Baseline_Score","End_Year_Score","School","Gender","Guardians","Guardian_Relationship","Guardian_Relative","Guardian_Marital","Last_Year_School_Attendance","Urban_Rural","County","HH_Income","FreeSchoolLunch","Year"
"131","131",58.9149370677434,127.424972564438,7,2,3,0,1,0,1,1,4,17282,0,2011
"132","132",122.18982630606,170.173721277973,10,2,2,1,0,1,0,1,5,12712,0,2011
"133","133",67.5853024581079,98.204770935437,6,1,2,1,1,1,1,1,3,14725,0,2011
"134","134",10.7957710906746,44.3161640543285,7,1,2,0,1,0,0,0,4,12932,0,2011
"135","135",84.4783055586262,101.716870775814,6,1,1,0,1,0,0,0,3,19439,0,2011
"136","136",32.2312049308103,73.4821969818034,5,2,2,0,1,1,1,0,2,17832,0,2011
"137","137",94.5343007002727,147.316626328711,2,1,1,1,1,0,0,0,1,16164,0,2011
"138","138",52.1079099107963,99.2195132068273,1,2,3,1,1,1,0,1,0,19316,0,2011
"139","139",205.024894858109,237.262854291613,4,1,3,0,0,0,1,0,2,21760,0,2011
"140","140",161.741272734543,190.537094575018,10,1,1,1,1,0,1,0,5,12091,0,2011
"141","141",5.37864037127199,41.1131274929454,3,2,1,0,0,1,0,0,2,13467,0,2011
"142","142",49.3897656475417,100.256519001239,3,1,1,1,1,1,1,1,2,17728,0,2011
"143","143",36.8384475040239,93.5523351857207,1,2,2,0,0,0,0,0,0,18064,0,2011
"144","144",10.9514913346442,59.3805270548582,1,1,1,0,1,1,1,1,0,23980,0,2011
"145","145",103.063746257689,147.315141608297,8,2,3,0,1,1,1,0,4,16717,0,2011
"146","146",133.669828581162,153.642034983554,7,1,3,0,1,1,1,1,4,13290,0,2011
"147","147",43.8486530901204,100.367493506625,2,1,1,0,0,1,0,1,1,23807,0,2011
"148","148",57.2034332189861,92.929147198367,8,2,1,1,1,0,0,0,4,17529,0,2011
"149","149",42.5392455433434,86.0608412914059,8,1,1,0,1,1,1,0,4,17651,0,2011
"150","150",37.9703077807236,95.379951252161,5,2,3,1,0,0,1,0,2,21751,0,2011
"151","151",113.526850414775,129.246322344993,1,1,1,0,1,1,0,0,0,12914,0,2011
"152","152",12.1534089102648,49.5276851734877,5,2,3,0,1,0,0,0,2,15622,0,2011
"153","153",19.5974521424887,81.8776014979675,3,1,1,0,0,0,1,1,2,22085,0,2011
"154","154",14.808409812089,51.5975098787859,10,1,2,1,0,1,0,1,5,15782,0,2011
"155","155",133.030383956875,178.941455540404,8,1,3,1,0,0,0,0,4,13802,0,2011
"156","156",101.207788702136,127.080699135222,8,2,1,0,0,0,0,0,4,23982,0,2011
"157","157",47.3409491032219,75.6414088877083,5,1,2,0,0,1,1,0,2,13720,0,2011
"158","158",143.182263768175,153.535745043773,9,1,1,0,1,1,1,1,4,23337,0,2011
"159","159",52.0119018048311,86.2259185618466,2,1,3,1,1,1,0,0,1,20480,0,2011
"160","160",58.941595482662,98.8385667444457,9,1,1,1,1,0,1,1,4,23842,0,2011
"161","161",59.2183408535981,121.707312070629,5,2,2,1,0,0,0,0,2,16087,0,2011
"162","162",154.122574266499,175.083095364842,6,2,2,1,1,1,1,0,3,12978,0,2011
"163","163",94.7007145073185,123.675603303311,6,1,1,1,1,1,0,0,3,20356,0,2011
"164","164",24.8088572336832,100.302372996953,10,1,3,1,1,0,0,0,5,23359,0,2011
"165","165",159.563664562612,188.32344453618,8,2,2,1,0,0,1,0,4,15601,0,2011
"166","166",62.1877761737833,102.833061430558,8,1,2,1,1,1,0,1,4,19547,0,2011
"167","167",64.3000963776392,83.3101693899181,7,1,1,0,0,0,1,0,4,11117,0,2011
"168","168",63.015656282897,99.5041710965726,4,2,1,0,0,0,1,1,2,21512,0,2011
"169","169",32.3279747868399,87.2597890730276,7,1,2,0,1,1,0,1,4,13700,0,2011
"170","170",173.133737146027,184.174549385132,2,2,1,1,0,1,0,0,1,11245,0,2011
"171","171",95.5279945631277,119.541732460873,3,2,2,0,1,1,0,0,2,12337,0,2011
"172","172",20.573269161045,93.7979204285766,9,1,3,1,0,0,1,0,4,23962,0,2011
"173","173",56.6122564547522,114.486483392005,5,2,1,1,1,0,1,1,2,18358,0,2011
"174","174",147.43636270929,156.53133794417,5,1,2,0,0,0,0,1,2,13261,0,2011
"175","175",114.468648300053,145.440455436311,2,1,2,0,0,1,1,1,1,17086,0,2011
"176","176",57.434688231595,94.5469778763161,2,1,1,1,0,0,1,1,1,12628,0,2011
"177","177",64.9048436852209,110.693838441885,3,1,1,0,0,1,0,0,2,16127,0,2011
"178","178",125.031980979444,161.723233441542,3,2,3,0,0,0,1,1,2,17737,0,2011
"179","179",25.7168699866074,78.2875798587246,6,2,1,0,0,1,0,0,3,12290,0,2011
"180","180",144.686752839089,165.390419640538,5,2,1,0,1,0,0,0,2,23058,0,2011
"181","181",94.3692879538421,147.482736534368,2,1,2,0,0,1,1,0,1,19763,0,2011
"182","182",43.4512437473484,103.973816494684,6,2,2,0,1,0,0,0,3,21384,0,2011
"183","183",68.524560033665,82.3908090325967,1,2,1,1,1,0,1,1,0,12855,0,2011
"184","184",25.4545742104627,92.858386306154,1,1,3,1,0,0,1,0,0,12717,0,2011
"185","185",83.1651677488475,114.40251695468,9,2,1,0,0,1,1,0,4,19447,0,2011
"186","186",63.9351305944361,103.069152794052,9,1,3,1,1,1,0,1,4,19598,0,2011
"187","187",71.3775541312112,101.242665909687,10,1,3,1,0,0,1,1,5,23589,0,2011
"188","188",92.4195353163675,138.693811673577,10,2,2,0,1,1,0,1,5,19464,0,2011
"189","189",35.2211285569989,84.4513548271362,2,1,3,0,1,1,0,1,1,15669,0,2011
"190","190",216.441281021822,227.889688835152,4,1,2,1,0,0,0,0,2,12166,0,2011
"191","191",28.9016568583947,68.4879461909922,3,1,2,1,0,1,1,0,2,15574,0,2011
"192","192",34.324762854649,91.3095303782566,7,1,2,1,1,0,0,1,4,14952,0,2011
"193","193",8.86634114315313,51.4164478392325,1,1,3,0,0,1,1,1,0,23331,0,2011
"194","194",103.093388673698,146.352651373865,7,1,3,1,1,1,1,1,4,17185,0,2011
"195","195",106.746445471898,148.371950838756,5,2,3,0,0,1,1,1,2,15741,0,2011
"196","196",167.241519030904,213.147510411051,6,2,3,0,1,1,0,0,3,20748,0,2011
"197","197",19.440841432784,68.8617810740972,1,1,3,0,0,1,1,1,0,13041,0,2011
"198","198",30.9639560026973,75.111760763615,10,1,2,1,1,0,0,1,5,19323,0,2011
"199","199",18.4324281869736,52.8121714917254,3,2,1,1,1,0,1,1,2,11083,0,2011
"200","200",4.63089590079622,74.7084129473102,6,2,3,1,1,1,0,0,3,11955,0,2011
"201","201",118.436030417885,148.78600143982,3,1,1,0,0,1,1,1,2,14991,0,2011
"202","202",159.677044514692,174.000567674554,8,2,3,0,1,1,1,0,4,21921,0,2011
"203","203",142.676577453792,182.007820153888,5,1,2,0,0,0,0,1,2,12050,0,2011
"204","204",89.9447979268011,110.018560996534,2,1,1,1,1,1,1,0,1,14714,0,2011
"205","205",108.555851580802,162.267241989366,8,2,3,0,1,0,1,1,4,21734,0,2011
"206","206",68.8158522254713,99.6945596191544,5,1,1,0,0,1,0,0,2,18556,0,2011
"207","207",42.7394631787322,83.831587381989,6,1,1,1,0,0,0,1,3,22248,0,2011
"208","208",266.427769901539,284.24959957886,2,1,2,1,1,1,1,0,1,23840,0,2011
"209","209",154.306083492611,165.353156805653,7,2,3,1,1,1,1,0,4,14662,0,2011
"210","210",69.1323671175676,105.641076699473,6,1,3,1,0,0,1,0,3,23238,0,2011
"211","211",39.2436116254066,88.9040037607619,3,1,3,0,1,1,0,0,2,16951,0,2011
"212","212",51.4583471931983,110.611225748658,1,2,1,0,1,1,0,1,0,13210,0,2011
"213","213",60.1505205244035,102.661878054272,10,2,2,0,0,1,0,1,5,21153,0,2011
"214","214",78.5963948066766,111.524304061536,2,1,3,0,0,1,0,1,1,15547,0,2011
"215","215",117.768208149728,147.974556856418,7,2,3,0,1,1,0,1,4,11193,0,2011
"216","216",20.5270456130933,75.4653323696621,6,2,2,0,0,1,1,1,3,16230,0,2011
"217","217",195.271606002579,216.396066695233,5,2,1,1,1,1,1,0,2,14805,0,2011
"218","218",5.15581544599852,60.3624697679366,6,1,1,1,0,1,0,0,3,22761,0,2011
"219","219",57.8795063251344,114.243591008994,7,1,1,1,0,0,1,0,4,16683,0,2011
"220","220",96.0981571644081,141.467063220494,1,1,2,0,0,1,1,0,0,13654,0,2011
"221","221",142.9517830096,144.035414120741,7,2,1,0,0,0,0,1,4,17049,0,2011
"222","222",1.84161133208432,63.5436177737033,6,1,2,1,0,0,0,0,3,17804,0,2011
"223","223",19.0923513568579,94.1632808826707,9,2,3,0,1,1,0,1,4,20331,0,2011
"224","224",128.60501153078,137.516295277581,3,2,2,0,1,1,0,1,2,16933,0,2011
"225","225",139.688163319181,187.509769275663,6,1,1,0,1,0,0,1,3,22443,0,2011
"226","226",12.2321569710023,53.5815204045481,8,2,3,1,1,0,0,1,4,18076,0,2011
"227","227",164.429017738358,181.433488485681,2,2,1,1,1,0,0,1,1,22032,0,2011
"228","228",27.1019720562483,74.9528634830252,6,2,1,0,0,1,1,0,3,15352,0,2011
"229","229",65.0821327059805,93.7039708199796,5,1,2,0,0,1,1,0,2,14636,0,2011
"230","230",163.847509535173,165.459410844644,1,2,1,1,1,0,0,1,0,14005,0,2011
"231","231",36.9114517815451,72.5141023077624,1,1,3,0,0,1,0,1,0,17814,0,2011
"232","232",308.91274939267,327.700040686949,4,1,3,0,0,0,0,1,2,18389,0,2011
"233","233",9.64033542428956,51.1836923370741,10,1,3,0,1,0,0,0,5,14569,0,2011
"234","234",139.200522934616,173.141881362327,6,2,2,1,0,1,1,0,3,13628,0,2011
"235","235",21.7758092447765,48.3565168540514,10,2,1,1,1,0,0,1,5,18069,0,2011
"236","236",276.609278084449,283.399938935017,1,1,3,1,0,0,0,1,0,21777,0,2011
"237","237",5.70751569129916,38.8517215237053,4,2,3,1,0,0,1,0,2,13004,0,2011
"238","238",108.496045012651,153.900937389912,10,1,1,0,0,0,0,0,5,13107,0,2011
"239","239",117.610460680111,128.24862047383,3,2,1,0,1,0,0,0,2,17285,0,2011
"240","240",171.032899987117,210.487276469675,1,2,1,1,1,1,0,1,0,19100,0,2011
"241","241",9.61402598657215,89.1664396247047,8,1,3,1,1,0,1,1,4,20303,0,2011
"242","242",119.795695217697,143.022488878897,8,1,1,0,1,1,0,1,4,22497,0,2011
"243","243",114.561874605594,154.768982669981,4,1,2,0,1,1,0,0,2,10781,0,2011
"244","244",47.1746571701861,76.5131980255006,3,1,3,1,0,0,1,0,2,17693,0,2011
"245","245",9.03521420894548,62.3938554888638,10,1,3,1,0,1,0,1,5,20825,0,2011
"246","246",43.4506617956936,71.0403792718371,3,1,1,1,0,0,1,0,2,19893,0,2011
"247","247",156.985121441585,200.841493352327,9,2,3,0,0,1,0,1,4,12878,0,2011
"248","248",53.8360281013803,76.7668605320594,10,1,3,1,0,0,1,0,5,12396,0,2011
"249","249",92.6011654196443,122.994610632673,9,2,2,0,1,0,0,0,4,14951,0,2011
"250","250",67.639950497512,89.3290146511315,3,2,1,1,0,0,0,1,2,17421,0,2011
"251","251",62.8227985426978,96.5125066180757,10,1,1,1,1,1,1,1,5,22437,0,2011
"252","252",24.905046756067,73.5672705764694,7,2,2,0,0,0,1,1,4,14452,0,2011
"253","253",90.0285918785714,128.63937974134,3,2,1,0,0,1,0,1,2,16284,0,2011
"254","254",57.8852899431749,79.5758904606502,1,2,2,1,1,1,0,0,0,14065,0,2011
"255","255",72.5268985272604,111.760493666771,9,1,3,0,1,1,0,0,4,16080,0,2011
"256","256",3.11274190341335,61.5426510813346,1,1,1,0,1,1,1,1,0,21492,0,2011
"257","257",19.6024142605219,61.0263411972775,3,1,1,1,1,1,1,1,2,23431,0,2011
"258","258",43.2575105802501,100.10620276656,4,2,1,1,1,1,1,1,2,21430,0,2011
"259","259",22.3056395525381,59.5677644079151,8,2,2,0,1,0,1,1,4,23271,0,2011
"260","260",140.828983206674,177.710374047255,4,1,1,0,0,0,0,0,2,23448,0,2011
"261","261",52.4125092703378,93.2623995934255,3,2,3,0,0,0,0,1,2,20018,0,2011
"262","262",3.02714731949225,46.2412212729497,6,2,1,0,0,1,0,0,3,16424,0,2011
"263","263",39.6466569243418,88.4274225706067,8,2,1,0,0,0,0,1,4,20874,0,2011
"264","264",116.805190366293,154.721273498692,6,1,1,1,0,0,1,0,3,21768,0,2011
"265","265",39.3245747856203,86.3724308409123,3,2,3,0,0,0,1,0,2,17909,0,2011
"266","266",87.1919106563534,127.053688765267,5,1,2,0,1,1,0,1,2,14487,0,2011
"267","267",64.7319190229544,83.3491525393034,10,1,2,1,0,1,0,1,5,11351,0,2011
"268","268",135.767241178897,175.614527931664,8,1,1,1,1,0,0,1,4,18033,0,2011
"269","269",94.7705360088358,128.366664300837,7,1,3,1,1,1,1,0,4,19567,0,2011
"270","270",71.9157565501657,98.8014628982394,6,2,2,0,0,1,1,0,3,20513,0,2011
"271","271",34.756914587872,72.295995490172,2,2,2,1,1,1,0,0,1,10342,0,2011
"272","272",15.1130232046727,93.1435308547371,5,1,1,0,0,0,1,0,2,22111,0,2011
"273","273",41.7954385355469,100.332794253616,9,2,1,1,0,0,0,1,4,21361,0,2011
"274","274",85.2087641730722,129.99424233201,3,2,3,0,1,0,0,0,2,10039,0,2011
"275","275",71.4685161396408,127.116989696034,2,2,2,1,1,1,1,0,1,13847,0,2011
"276","276",193.064422325887,227.68002840247,10,1,3,1,1,1,0,1,5,16349,0,2011
"277","277",46.1612610078478,109.366975406223,10,1,2,1,0,0,1,1,5,18549,0,2011
"278","278",155.646578946319,162.366671875049,3,1,3,1,1,1,0,1,2,16695,0,2011
"279","279",37.7517658091009,86.1509745313431,2,1,1,1,0,0,0,1,1,23431,0,2011
"280","280",104.869012045147,123.254977838098,1,1,1,1,1,1,1,1,0,10938,0,2011
"281","281",21.2292930827217,77.1470935117842,1,1,3,0,1,0,1,1,0,13056,0,2011
"282","282",33.0086985834234,63.5783614115948,7,2,2,0,0,1,0,1,4,16573,0,2011
"283","283",40.1645277668075,93.6065656912405,10,1,1,1,0,0,1,1,5,11931,0,2011
"284","284",17.7434809614861,50.7089563331104,9,1,3,1,0,0,1,1,4,12056,0,2011
"285","285",54.6636038040003,117.435165091189,2,1,2,0,0,1,0,1,1,19957,0,2011
"286","286",107.869444345975,110.055115425753,4,1,1,1,1,1,0,0,2,10977,0,2011
"287","287",23.2334870320705,58.2048052430624,3,1,1,0,0,1,0,0,2,20531,0,2011
"288","288",38.3768228591953,103.656913793623,10,2,3,0,1,0,1,1,5,16325,0,2011
"289","289",94.8066478146169,128.294970816206,2,2,3,0,1,1,0,0,1,14014,0,2011
"290","290",78.499189509278,140.70353040057,5,1,3,0,1,0,1,0,2,18474,0,2011
"291","291",21.8018030406848,71.3218520810072,4,2,3,1,1,0,0,0,2,12646,0,2011
"292","292",149.195777291304,157.634696737681,10,2,1,1,1,1,0,0,5,22136,0,2011
"293","293",67.8640950945013,95.1328167910813,1,1,3,1,1,0,1,1,0,16315,0,2011
"294","294",38.3374022851302,88.8795900032799,10,2,2,0,1,0,0,1,5,22802,0,2011
"295","295",28.7276897700717,80.8553800340838,6,2,3,0,0,0,1,1,3,23758,0,2011
"296","296",16.0543558344118,76.4643089112314,7,1,3,0,1,0,1,0,4,13484,0,2011
"297","297",299.227717250589,307.931894695087,7,2,3,1,1,1,0,0,4,12599,0,2011
"298","298",93.3476792721097,147.70541162523,4,2,1,1,0,0,0,0,2,17671,0,2011
"299","299",95.7709646053708,110.771100839785,8,1,3,0,1,0,1,1,4,12965,0,2011
